referencia;proveedor;estante;nombre;referencia2;iva;cantidad;costo;precio;unidad_medida;fecha;fecha_trx
3277;0;0;SIFON LAVAMANOS GRIVAL;;16;4;0;8000;;08/02/2011;        
2730;0;0;MANIJA SANITARIA PLASTICO;;16;30;650;1500;;08/02/2011;18/04/2016
2729;0;0;MANIJA SANITARIA METALICA;;16;21;1200;3500;;08/02/2011;02/04/2016
2727;0;0;MANIJA SANITARIA CROMADA;;16;15;1100;2500;;08/02/2011;06/04/2016
2728;0;0;MANIJA SANITARIA GRIVAL;;16;12;7143;11000;;08/02/2011;07/04/2016
2030;0;0;DESAGUE SENCILLO GRIVAL;;16;5;5307;8500;;08/02/2011;16/01/2016
3273;0;0;SIFON BOTELLA  GRIVAL;;16;5;3945;6500;;08/02/2011;03/04/2016
2028;0;0;DESAGUE AUTOMATICO LAVAMANOS GRIVAL;;16;6;12044;17000;;08/02/2011;09/01/2016
2029;0;0;DESAGUE LAVAPLATOS PLS BOCHERINI;;16;2;4700;7000;;08/02/2011;        
3703;0;0;VALVULA ENTRADA EUROTEC;;16;3;0;12500;;08/02/2011;        
2573;0;0;LLANA LISA  FORTE Y HOPEX;;16;1;3500;8000;;08/02/2011;28/02/2016
2754;0;0;MEZCALDOR INALGRIFOS;;16;1;0;23000;;08/02/2011;        
2758;0;0;"MEZCLADOR  LAVAMANOS BALTA 4""";;16;3;36295;55000;;08/02/2011;14/02/2016
2756;0;0;MEZCLADOR  DUCHA GENERICA;;16;1;0;33000;;08/02/2011;        
2757;0;0;MEZCLADOR  DUCHA GRICOL BEIGE;;16;1;0;30000;;08/02/2011;        
1620;0;0;LLAVE LAVAMANOS ECONOMICA;;16;16;4800;9000;;08/02/2011;05/04/2016
1618;0;0;LLAVE LAVAMANO GRIVAL  CROMADA;;16;2;9088;18000;;08/02/2011;02/07/2014
770323100436;0;0;SIFON EN P GRICOL;;16;0;0;5000;;08/02/2011;12/03/2012
770615761909;0;0;"GRIFERIA GRIVAL 32""";;16;2;18203;24000;;08/02/2011;22/12/2015
2618;0;0;LLAVE MIXTA # 22;;16;4;6600;9800;;08/02/2011;01/10/2014
2591;0;0;LLAVE BOCAFIJA #7/8 X 13/16;;16;1;0;7900;;08/02/2011;13/03/2015
2622;0;0;LLAVE MIXTA 3/4;;16;2;2600;6000;;08/02/2011;23/11/2015
2635;0;0;LLAVE MIXTA INCOLMA # 5/8;;16;3;0;9000;;08/02/2011;27/06/2013
2625;0;0;LLAVE MIXTA CHINA # 13;;16;7;900;2500;;08/02/2011;17/02/2016
2643;0;0;LLAVE MIXTA DIESEL #13;;16;1;1600;4000;;08/02/2011;13/07/2015
2634;0;0;LLAVE MIXTA J A G #13;;16;0;1800;4500;;08/02/2011;29/03/2016
2614;0;0;LLAVE INCOLMA # 5/16 X 1/4;;16;2;0;3500;;08/02/2011;        
2592;0;0;"LLAVE BOCAFIJA INCOMA 1"" X 15/16";;16;2;0;10000;;08/02/2011;07/04/2014
2593;0;0;LLAVE BOCAFIJA RANGER # 8MM;;16;3;0;4000;;08/02/2011;04/04/2011
2647;0;0;LLAVE MIXTA FORGED #8MM;;16;1;1200;3500;;08/02/2011;23/04/2014
599737414166;0;0;ARO DE DICROICO OJO DE BUEY PAVONADO;;16;9;2351;4000;;08/02/2011;05/08/2014
2646;0;0;LLAVE MIXTA HECHI #17;;16;13;2800;6500;;08/02/2011;31/03/2016
2630;0;0;LLAVE MIXTA ZUBIOLA #17;;16;1;4600;9000;;08/02/2011;06/06/2015
693629895262;0;0;ARO DICROICO  BLANCO ECONOMICO;;16;0;2600;4500;;08/02/2011;08/12/2015
770615701374;0;0;HERRAJE SANITARIO GRIVAL 01374001;;16;0;8101;14000;;08/02/2011;31/03/2016
745303845218;0;0;ARO DICROICO BRONCE GRABADO;;16;2;0;5000;;08/02/2011;11/08/2014
877939660150;0;0;ARO DICROICO CROMADO GRABADO;;16;3;0;5000;;08/02/2011;06/10/2013
2645;0;0;LLAVE MIXTA MPTOOLS #16;;16;0;1930;4000;;08/02/2011;21/08/2014
694035081130;0;0;ARO DICROICO DORADO CROMO;;16;5;0;3500;;08/02/2011;11/10/2012
784644413517;0;0;ADAPTADOR VOLTAJE 1000MA;;16;5;7200;12500;;08/02/2011;16/02/2014
784644413258;0;0;ADAPTADOR VOLTAJE 500MA;;16;7;5400;10000;;08/02/2011;23/11/2014
1943;0;0;CORRUGA 5/8;;16;196;43;150;;08/02/2011;09/04/2016
1942;0;0;CORRUGA 3/8;;16;442;22;100;;08/02/2011;29/03/2016
1941;0;0;CORRUGA 1/2;;16;509;36;150;;08/02/2011;09/04/2016
2649;0;0;LLAVE MIXTA WOLGAN 1/2;;16;5;1700;4000;;08/02/2011;14/02/2016
3290;0;0;FIBRA #13 ECONOMICA TODOTERRENO;;16;29900;6;13;;08/02/2011;24/11/2015
2623;0;0;LLAVE MIXTA CHINA # 1/2;;16;3;800;2000;;08/02/2011;02/03/2016
2624;0;0;LLAVE MIXTA CHINA # 12MM;;16;6;800;2000;;08/02/2011;22/03/2016
2639;0;0;LLAVE MIXTA PROTECT #12;;16;0;1500;3500;;08/02/2011;15/02/2016
2641;0;0;LLAVE MIXTA VANADIUM # 19MM;;16;4;5104;11000;;08/02/2011;31/03/2016
2631;0;0;LLAVE MIXTA SATA #19MM;;16;0;6020;10000;;08/02/2011;29/08/2015
2632;0;0;LLAVE MIXTA CHINA #9MM;;16;1;966;2000;;08/02/2011;14/01/2014
2642;0;0;LLAVE MIXTA RANGER # 9MM;;16;10;2200;4500;;08/02/2011;26/03/2016
2636;0;0;LLAVE MIXTA INCOLMA #9MM;;16;1;0;4000;;08/02/2011;        
2626;0;0;LLAVE MIXTA CHINA #10MM;;16;8;600;2000;;08/02/2011;01/04/2016
2640;0;0;LLAVE MIXTA RANGER  #10MM;;16;1;1300;4000;;08/02/2011;01/02/2016
2644;0;0;LLAVE MIXTA RANGER #15MM;;16;10;4060;7000;;08/02/2011;01/03/2016
2629;0;0;LLAVE MIXTA  #15MM  DIESEL;;16;0;1900;5000;;08/02/2011;05/01/2016
2627;0;0;LLAVE MIXTA MPTOOLS #11MM;;16;0;1089;2500;;08/02/2011;03/06/2014
2637;0;0;LLAVE MIXTA PROTEC #11MM UYUSTOOLS;;16;8;1600;3500;;08/02/2011;11/03/2016
1222;0;0;BOMBILLO VELA CLARO E14 25W;;16;0;550;2000;;08/02/2011;25/11/2015
1223;0;0;BOMBILLO VELA CLARO E27 25W;;16;153;1000;2000;;08/02/2011;07/04/2016
1221;0;0;BOMBILLO VELA CLARO E12 40W;;16;0;800;2000;;08/02/2011;14/03/2016
1224;0;0;BOMBILLO VELA ESMERIL E12 25W;;16;0;500;1500;;08/02/2011;31/12/2014
1200;0;0;BISTURY GRANDE ECONOMICO;;16;12;300;700;;08/02/2011;23/03/2016
1202;0;0;BISTURY PEQUE¾O ECONOMICO;;16;22;200;400;;08/02/2011;07/03/2016
1203;0;0;BISTURY PLASTICO MANGO NEGRO;;16;6;2000;3500;;08/02/2011;09/04/2016
1201;0;0;BISTURY METALICO;;16;11;2200;5000;;08/02/2011;19/03/2016
2774;0;0;MIPLE DUCHA CROMADO 35 CM;;16;2;0;9000;;08/02/2011;        
2773;0;0;CINTA  AMARILLA  X 25 YARDAS;;16;1;4400;7500;;08/02/2011;03/02/2016
2775;0;0;MIPLE DUCHA CROMADO 50 CM;;16;1;0;10000;;08/02/2011;        
3142;0;0;REDUCCION COPA DE 3/4 X 1/2;;16;6;0;1500;;08/02/2011;15/09/2014
3141;0;0;REDUCCION COPA DE 1/2 X 1/4;;16;3;0;1000;;08/02/2011;25/10/2014
1853;0;0;"CODO CALLE 3"" 1/4";;16;8;0;2500;;08/02/2011;14/07/2011
1852;0;0;CODO CALLE 1/2 X 1/2;;16;1;900;1500;;08/02/2011;10/11/2015
1358;0;0;BUJE 3 1/4 X 1/4;;16;18;0;1500;;08/02/2011;        
1354;0;0;BUJE  1/2 X 1/4;;16;5;0;1000;;08/02/2011;07/12/2013
3395;0;0;TAPON MACHO 1/2  GALVANIZADO;;16;25;665;1500;;08/02/2011;06/03/2016
3387;0;0;TAPON HEMBRA 1/2 GADO;;16;5;763;1200;;08/02/2011;12/02/2016
3692;0;0;UNION UNIVERSAL 1/2;;16;2;1246;2500;;08/02/2011;22/03/2016
3693;0;0;UNION UNIVERSAL 3/4;;16;2;1839;3000;;08/02/2011;29/01/2016
3694;0;0;UNION GALVANIZADA 3/8;;16;12;778;1500;;08/02/2011;10/10/2012
1851;0;0;CODO CALLE 1/2;;16;9;0;2000;;08/02/2011;11/01/2016
3412;0;0;TE  1/2 GALVANIZADAS;;16;14;1171;2500;;08/02/2011;19/04/2016
1880;0;0;CODO GALVANIZADO 1/2;;16;25;1086;2000;;08/02/2011;24/03/2016
1850;0;0;CODO 3/8;;16;10;1000;1500;;08/02/2011;22/09/2013
3414;0;0;TE 3/8;;16;0;0;1500;;08/02/2011;20/05/2014
1854;0;0;CODO CALLE 3/4 X 1/2;;16;0;0;2500;;08/02/2011;14/07/2012
3388;0;0;TAPON HEMBRA 1/4;;16;3;0;1000;;08/02/2011;17/07/2011
3686;0;0;UNION PVC HEMBRA 3/4;;16;12;0;700;;08/02/2011;19/04/2016
3687;0;0;UNION PVC LISA 3/4;;16;18;249;800;;08/02/2011;02/04/2016
1029;0;0;ADAPTADOR MACHO 3/4;;16;10;0;500;;08/02/2011;05/09/2011
3392;0;0;TAPON LISO 3/4;;16;15;193;800;;08/02/2011;17/03/2016
3411;0;0;TAPON ROSCA 3/4;;16;18;609;1300;;08/02/2011;19/03/2016
1872;0;0;CODO PVC 3/4 PRESION;;16;6;359;1000;;08/02/2011;31/03/2016
3413;0;0;TE 3/4 PRESION;;16;20;588;1200;;08/02/2011;02/04/2016
1356;0;0;BUJE 1X1/2;;16;3;513;1300;;08/02/2011;20/03/2016
1360;0;0;BUJE 3/4  1/2;;16;13;551;1000;;08/02/2011;24/03/2016
1355;0;0;"BUJE 1""  3/4";;16;12;433;1000;;08/02/2011;03/03/2016
1862;0;0;CODO MEDIO 3/4 PRESION;;16;16;651;1500;;08/02/2011;05/08/2015
1368;0;0;"BUJE PRESION 1"" 1/2  3/4";;16;4;0;1800;;08/02/2011;26/01/2015
1367;0;0;"BUJE PRESION 1"" 1/2  1/2";;16;0;0;1800;;08/02/2011;11/08/2015
1371;0;0;"BUJE PRESION 2""  1/2";;16;0;0;2500;;08/02/2011;09/06/2013
1369;0;0;"BUJE PRESION 1"" 1/2 1""";;16;1;0;1800;;08/02/2011;26/04/2014
1370;0;0;BUJE PRESION 1/2  3/4;;16;4;0;700;;08/02/2011;22/02/2014
2734;0;0;MARTILLO BOLA;;16;2;0;13000;;08/02/2011;05/05/2011
2735;0;0;MARTILLO BOLA  RANGER 12 OZ;;16;4;9160;16000;;08/02/2011;12/07/2011
1068;0;0;ALICATE 12.000;;16;3;0;12000;;08/02/2011;12/10/2013
1070;0;0;LAMINILLAS;;16;21;100;200;;08/02/2011;13/11/2013
1071;0;0;"ALICATE RAPTOR AMARILLO 8""";;16;2;5000;8500;;08/02/2011;23/03/2016
1074;0;0;"ALICATE TREK 8""";;16;4;3000;6000;;08/02/2011;18/04/2016
2215;0;0;ESMALTE NEGRO 1/4  PINVIACRIL;;16;7;7381;12000;;08/02/2011;16/02/2016
2200;0;0;ESMALTE BLANCO 1/4PINVIACRIL;;16;8;7381;12000;;08/02/2011;03/04/2016
2222;0;0;ESMALTE VERDE ESMERALDA 1/4;;16;3;7381;12000;;08/02/2011;13/12/2015
2224;0;0;ESMALTE VERDE OLIVA 1/4;;16;4;8201;12000;;08/02/2011;22/01/2016
2212;0;0;ESMALTE GRIS PLATA 1/4;;16;2;8561;12000;;08/02/2011;16/03/2016
2204;0;0;ESMALTE CREMA 1/4;;16;2;7381;12000;;08/02/2011;03/12/2015
2197;0;0;ESMALTE AZUL CLARO 1/4;;16;3;7381;12000;;08/02/2011;31/03/2016
2198;0;0;ESMALTE AZUL ESPA¾OL 1/4;;16;2;7381;12000;;08/02/2011;10/01/2016
2223;0;0;ESMALTE VERDE MAQUINA 1/4 PINVIACRIL;;16;2;7381;12000;;08/02/2011;26/12/2015
1101;0;0;ANTICORROSIVO VERDE 1/4;;16;1;5670;10000;;08/02/2011;25/10/2015
2218;0;0;ESMALTE ROJO CANELA 1/4;;16;2;7381;12000;;08/02/2011;11/11/2015
2217;0;0;ESMALTE OCRE 1/4;;16;3;8200;12000;;08/02/2011;24/03/2016
1100;0;0;ANTICORROSIVO ROJO 1/4 PINVIACRIL;;16;1;5400;9000;;08/02/2011;23/03/2016
2194;0;0;ESMALTE ANOLO VERDE BRONCE 1/4;;16;3;7830;13000;;08/02/2011;07/03/2016
1099;0;0;ANTICORROSIVO GRIS PINVIACRIL 1/4;;16;2;5670;9000;;08/02/2011;22/03/2016
2213;0;0;ESMALTE NARANJA 1/4;;16;1;7381;12000;;08/02/2011;09/04/2016
2206;0;0;ESMALTE DORADO 1/4;;16;2;9451;14000;;08/02/2011;31/01/2016
1146;0;0;BARNIZ MATE 1/4;;16;2;5581;9000;;08/02/2011;03/01/2016
1145;0;0;BARNIZ BRILLANTE 1/4 PINVIACRIL;;16;4;5581;9000;;08/02/2011;23/03/2016
2220;0;0;ESMALTE TABACO CLARO 1/4;;16;2;7381;12000;;08/02/2011;10/01/2016
2191;0;0;ESMALTE ALUMINIO 1/4  PINVIACRIL;;16;2;9451;14000;;08/02/2011;05/03/2016
2225;0;0;ESMALTE VINO TINTO 1/4;;16;22;8200;12000;;08/02/2011;19/03/2016
2193;0;0;ESMALTE AMARILLO  1/4;;16;3;7381;12000;.;08/02/2011;21/03/2016
2203;0;0;ESMALTE CAOBA  1/4;;16;4;7381;12000;;08/02/2011;24/03/2016
2199;0;0;ESMALTE BERBELLON 1/4;;16;4;7381;12000;;08/02/2011;16/03/2016
2207;0;0;ESMALTE FIESTA 1/4;;16;3;7381;12000;;08/02/2011;20/03/2016
3743;0;0;VINILO NEGRO 1/4;;16;3;5600;10000;;08/02/2011;29/02/2016
3740;0;0;VINILO BLANCO 1/4;;16;4;5670;10000;;08/02/2011;28/03/2016
3742;0;0;VINILO HUESO 1/4;;16;2;5400;10000;;08/02/2011;07/03/2016
3736;0;0;VINILO ARENA 1/4;;16;2;5400;10000;;08/02/2011;23/01/2016
3765;0;0;VINILO VERDE PRIMAVERAL 1/4;;16;2;5670;10000;;08/02/2011;11/03/2016
3763;0;0;VINILO VERDE AUTENTICO  1/4;;16;3;5400;10000;;08/02/2011;06/12/2015
3761;0;0;VINILO ROJO VIVO 1/4;;16;4;5400;10000;;08/02/2011;15/01/2015
3741;0;0;VINILO CREMA 1/4;;16;1;5400;10000;;08/02/2011;18/03/2016
3764;0;0;VINILO VERDE PINO 1/4;;16;4;5400;10000;;08/02/2011;03/12/2015
3762;0;0;VINILO TERRACOTA 1/4;;16;2;5400;10000;;08/02/2011;28/11/2015
3744;0;0;VINILO OCRE 1/4;;16;2;7201;10000;;08/02/2011;13/12/2015
3735;0;0;VINILO AMARILLO 1/4;;16;4;7200;10000;;08/02/2011;07/03/2016
3737;0;0;VINILO AZUL MEDITERRANEO 1/4;;16;3;5400;10000;;08/02/2011;24/03/2016
3738;0;0;VINILO AZUL MILANO 1/4;;16;2;5400;10000;;08/02/2011;29/12/2015
3734;0;0;VINILO ALMENDRA 1/4;;16;2;5400;10000;;08/02/2011;28/12/2015
3739;0;0;VINILO AZUL PORCELANA;;16;4;5400;10000;;08/02/2011;11/11/2015
3498;0;0;TOMA CAJA TELEFONO  COAXIAL VENUS;;16;3;0;13000;;08/02/2011;31/10/2012
3499;0;0;TOMA CAJA TELEFONO VENUS;;16;6;0;6000;;08/02/2011;01/12/2015
3354;0;0;SUICHE  TRIPLE VENUS;;16;1;0;8500;;08/02/2011;17/11/2012
3110;0;0;PULSADOR TIMBRE VENUS;;16;7;0;6000;;08/02/2011;        
3350;0;0;SUICHE  ESCALA SENCILLO VENUS;;16;5;3287;5600;;08/02/2011;13/03/2014
3500;0;0;TOMA CHINITO VENUS;;16;4;0;10000;;08/02/2011;        
3348;0;0;SUICHE  DOBLE VENUS;;16;12;3872;6000;;08/02/2011;27/07/2014
3502;0;0;TOMA COAXIAL VENUS;;16;3;2494;4600;;08/02/2011;21/12/2014
3518;0;0;TOMA SWICHET VENUS;;16;6;4302;7000;;08/02/2011;10/02/2016
3062;0;0;PLAFON PLASTICO;;16;23;350;800;;08/02/2011;15/01/2016
3166;0;0;"REGILLA SOSCO 3 A  2""PLASTICA";;16;17;650;2000;;08/02/2011;25/03/2016
3159;0;0;REGILLA SIFON 3 X 2 METALICA;;16;8;2200;4000;;08/02/2011;09/04/2016
3160;0;0;REGILLA SIFON 4 X 3 METALICA;;16;2;3900;7500;;08/02/2011;18/01/2016
3163;0;0;REGILLA SOSCO  3 A  1 1/2;;16;18;650;2000;;08/02/2011;29/02/2016
3167;0;0;"REGILLA SOSCO 4  A  3""";;16;18;900;3000;;08/02/2011;19/03/2016
3156;0;0;REGILLA GRANADA SIFON;;16;1;0;5000;;08/02/2011;16/05/2013
770704370168;0;0;AHORRADOR  ESPIRAL FIEL 9W;;16;1;4496;7500;;08/02/2011;06/08/2013
1043;0;0;AHORRADO ESPIRAL ASTRO 12W;;16;4;3900;6500;;08/02/2011;07/09/2015
770704370160;0;0;AHORRADOR SETA 5 WAT;;16;3;0;9000;;08/02/2011;        
770704370159;0;0;AHORRADOR CCFL 9 WAT;;16;2;0;19500;;08/02/2011;30/09/2012
770704370162;0;0;AHORRADOR CALABAZA 9W;;16;1;0;10000;;08/02/2011;30/09/2012
3729;0;0;VIDRIO CIRCULAR BASCULA;;16;4;0;2000;;08/02/2011;        
3100;0;0;PRENSA BANCO #4;;16;0;0;140000;;08/02/2011;23/03/2014
3098;0;0;PRENSA BANCO #2;;16;0;0;45000;;08/02/2011;06/08/2013
1052;0;0;AHORRADOR VELA 9W;;16;3;0;9000;;08/02/2011;31/10/2012
3099;0;0;PRENSA BANCO #3 DISCOVER;;16;1;48720;75000;;08/02/2011;08/06/2011
770704370158;0;0;AHORRADOR ESPIRAL CCFL FIEL 9W;;16;2;0;16000;;08/02/2011;        
3101;0;0;PRENSA BANCO 6;;16;1;150800;220000;;08/02/2011;        
3097;0;0;PRENSA BANCO # 3 DISCOVER;;16;1;65450;105000;;08/02/2011;        
770700251890;0;0;AHORRADOR LUZKAL 20W 3U;;16;0;0;7500;;08/02/2011;09/03/2014
871193853804;0;0;"DISCO ESMERIL 1""X1"" 1/4 #80";;16;3;11865;20000;;08/02/2011;02/12/2014
871193853865;0;0;DISCO ESMERIL MPTOOLS;;16;3;6718;12000;;08/02/2011;23/01/2016
2406;0;0;GUANTE ECONOMICO AZUL HILO PAR;;16;5;0;2000;;08/02/2011;06/02/2012
2402;0;0;GUANTE DOMESTICO # 7;;16;21;2000;3500;;08/02/2011;20/01/2016
2403;0;0;GUANTE DOMESTICO # 8;;16;13;1800;3500;;08/02/2011;26/03/2016
2404;0;0;GUANTE DOMESTICO # 9;;16;10;1700;3500;;08/02/2011;09/12/2015
2416;0;0;GUANTE INDUSTRIAL DINGO #10 C25;;16;44;2900;4500;;08/02/2011;31/03/2016
2397;0;0;GUANTE CARNAZA CORTO;;16;29;3400;6500;;08/02/2011;15/03/2016
2420;0;0;GUANTE NARANJA PVC;;16;12;2800;4200;;08/02/2011;        
2417;0;0;GUANTE LATEX  SPORT;;16;8;2400;3500;;08/02/2011;14/11/2013
2411;0;0;GUANTE INDUSTRIAL #9 CALIBRE 35;;16;21;3250;5500;;08/02/2011;27/03/2016
2410;0;0;GUANTE INDUSTRIAL #8 CALIBRE 25;;16;25;2900;4500;;08/02/2011;16/03/2016
2418;0;0;GUANTE LATEX NEGRO  NARANJA Y AZUL;;16;114;1800;4000;;08/02/2011;08/04/2016
2419;0;0;GUANTE NARAJANDO HILO;;16;13;2000;3000;;08/02/2011;24/08/2013
2401;0;0;GUANTE CUERO E HILO;;16;7;0;2800;;08/02/2011;        
745300585954;0;0;GUANTE CARNAZA REFLECTIVO;;16;3;0;7500;;08/02/2011;        
2423;0;0;GUANTE TRABAJO PESADO;;16;2;0;15000;;08/02/2011;        
770700251306;0;0;GUANTE CARNAZA ESTANFOR TIPO 2;;16;6;2800;4000;;08/02/2011;        
2422;0;0;GUANTE TELA PU¾O;;16;9;650;2000;;08/02/2011;07/03/2015
2075;0;0;DESTORNILLADOR STANLEY MANGO NEGRO;;16;8;3122;6000;;08/02/2011;09/04/2016
76174331585;0;0;METRO STANLEY 5MTS METALICO;;16;1;27583;43000;;08/02/2011;        
747752843690;0;0;HOMBRE SOLO QUIJADA CURVA STANLEY;;16;1;16061;30000;;08/02/2011;24/12/2015
747752843713;0;0;HOMBRE SOLO QUIJADA RECTA STANLEY;;16;2;18171;30000;;08/02/2011;15/11/2015
48894160554;0;0;VENTILADOR   TOTAL  FLEX;;16;1;68612;99000;;08/02/2011;        
1137;0;0;BALANCIN DE MESA;;16;1;65540;98500;;08/02/2011;04/11/2013
3305;0;0;SOMBRILLA  DOBLE FAX;;16;1;4500;7500;;08/02/2011;19/03/2015
1619;0;0;LLAVE LAVAMANOS  METALICA  DISCOVER;;16;2;0;18000;;08/02/2011;        
770256110005;0;0;TORNILLO  MANUBRIO  CORONA;;16;12;2100;3500;;08/02/2011;09/04/2016
770256110010;0;0;ANILLO AJUSTADOR CORONA;;16;0;1366;2500;;08/02/2011;03/03/2016
1033;0;0;AEROGRAFO RAPTOR F-75;;16;1;21000;45000;;08/02/2011;29/02/2016
770700257487;0;0;AEROGRAFO STANFOR  200CC;;16;0;0;27000;;08/02/2011;26/10/2013
770546500475;0;0;MOSCA  CAJA  4- 5/8;;16;25;309;1000;;08/02/2011;29/10/2014
770546500474;0;0;"MOSCA  CAJA  3/4- 9/32""";;16;1;0;10500;;08/02/2011;20/12/2014
770546500469;0;0;"MOSCA  CAJA  1-5/16""";;16;1;0;10000;;08/02/2011;09/03/2011
770546500476;0;0;"MOSCA  X BOLSA 4 7/16""";;16;0;331;1000;;08/02/2011;10/06/2014
770546520015;0;0;"CLAVO  CAJA  VERTICAL  2""";;16;0;2980;5000;;08/02/2011;22/11/2013
770546520014;0;0;CLAVO  CAJA  VERTICAL  1 1/2;;16;0;2668;5000;;08/02/2011;05/12/2015
770546520013;0;0;"CLAVO  CAJA  VERTICAL 1""";;16;2;2668;5000;;08/02/2011;30/05/2014
770546520591;0;0;"CLAVO  CAJA  VERTICAL 3""";;16;3;2941;5000;;08/02/2011;07/08/2015
745302111849;0;0;CONVERTIDOR  3 X2  ECONOMICO;;16;40;400;1500;;08/02/2011;06/04/2016
745301000819;0;0;CUCHILLAS PARA BISTURI X JUEGO PEQUE¾O;;16;24;700;1500;;09/02/2011;02/02/2016
770435902003;0;0;CANDADO YALE 870;;16;6;44380;62000;C;09/02/2011;16/02/2016
770435902002;0;0;CANDADO YALE 850;;16;4;33116;50000;;09/02/2011;02/04/2016
770435902001;0;0;CANDADO YALE 840;;16;8;28000;43000;;09/02/2011;23/03/2016
770435901003;0;0;CANDADO YALE 110-50;;16;7;22915;38500;;09/02/2011;05/04/2016
770435905003;0;0;CHAPA PARA MUEBLES PESTILLO VERTICAL 2044L;;16;0;15000;24000;;09/02/2011;03/01/2015
770435905004;0;0;CHAPA PARA MUEBLES PESTILLO HORIZONTAL 2045L;;16;1;16500;24000;;09/02/2011;15/12/2015
770435905001;0;0;CHAPA PARA MUEBLES YALE VERTICAL 2044C;;16;7;15564;24000;;09/02/2011;05/02/2016
759126400156;0;0;CANDADO ANTICIZALLA # 1094;;16;1;51000;75000;;09/02/2011;27/10/2015
759126400150;0;0;CANDADO ANTICIZALLA # 1077;;16;6;45000;70000;;09/02/2011;28/02/2016
759126400132;0;0;CANDADO CISA PLANO # 60;;16;5;24000;37000;;09/02/2011;24/12/2015
759126400124;0;0;CANDADO CISA PLANO # 40;;16;7;13700;21000;;09/02/2011;03/04/2016
694026777052;0;0;CANDADO EGRET #60;;16;13;12500;20000;;09/02/2011;28/01/2016
694026777051;0;0;CANDADO EGRET #50;;16;14;10000;17000;;09/02/2011;10/03/2016
694026777050;0;0;CANDADO EGRET #40;;16;20;4200;7000;;09/02/2011;17/02/2016
694026777049;0;0;CANDADO EGRET #30;;16;28;3000;5000;;09/02/2011;09/01/2016
694026777048;0;0;CANDADO EGRET #25;;16;31;1800;3200;;09/02/2011;03/02/2016
1582;0;0;CANDADO EGRET #20;;16;30;1500;3000;;09/02/2011;24/03/2016
1594;0;0;CANDADO GOLDWALL ESTRIADO #40;;16;4;10200;16000;;09/02/2011;22/07/2015
745301008029;0;0;CANDADO CLAVE #50 SECURITY;;16;3;0;5000;;09/02/2011;        
39593430000;0;0;CANDADO CLAVE #50 PADLOCK    #30;;16;1;0;7000;;09/02/2011;07/02/2012
1602;0;0;CANDADO LLAVE ESCALA;;16;6;0;6000;;09/02/2011;05/07/2011
1593;0;0;CANDADO GOLDWALL ESTRIADO #30;;16;0;0;11000;;09/02/2011;19/08/2012
770700777332;0;0;CANDADO 4 CLAVES  SEGUREX;;16;0;0;18000;;09/02/2011;17/12/2011
871192004310;0;0;CANDADO CLAVE MPTOOLS 2004310;;16;1;4875;7500;;09/02/2011;16/12/2015
1605;0;0;CANDADO TELEFONO DISCO;;16;1;0;2500;;09/02/2011;07/04/2014
1124;0;0;ARO DICROICO ANGEL LIGHT CROMADO Y NEGRO;;16;5;0;7000;;09/02/2011;        
1588;0;0;CANDADO EGRET LUJO #40;;16;42;4500;7000;;09/02/2011;20/11/2015
1122;0;0;ARO DICROICO ANGEL LIGHT CROMADO Y BLANCO;;16;0;0;7000;;09/02/2011;02/07/2014
1123;0;0;ARO DICROICO ANGEL LIGHT CROMADO Y FLOURECENTE;;16;2;0;7000;;09/02/2011;18/02/2013
1587;0;0;CANDADO EGRET LUJO #35;;16;33;3600;5500;;09/02/2011;21/03/2016
3262;0;0;RUTERI CORTO T5;;16;2;1682;3000;;09/02/2011;04/10/2013
3263;0;0;RUTERO LARGO T5;;16;10;1841;3000;;09/02/2011;28/09/2015
1586;0;0;CANDADO EGRET LUJO #30;;16;51;2800;4500;;09/02/2011;14/07/2015
1585;0;0;CANDADO EGRET LUJO #25;;16;18;1700;3500;;09/02/2011;31/03/2016
1584;0;0;CANDADO EGRET LUJO #20;;16;25;1400;3000;;09/02/2011;11/07/2015
1583;0;0;CANDADO EGRET LUJO #15;;16;42;1100;2000;;09/02/2011;08/03/2016
1216;0;0;BOMBILLO LLAMA E27;;16;48;1000;2500;;09/02/2011;05/04/2016
1218;0;0;BOMBILLO NEVERA PEQUE¾O E27;;16;0;0;1500;;09/02/2011;25/04/2012
1220;0;0;BOMBILLO SANTO TRANSPARENTE;;16;206;250;700;;09/02/2011;04/04/2016
1225;0;0;BOMBILLO SANTO INTERMITENTE;;16;21;533;1500;;09/02/2011;22/11/2015
2507;0;0;LAMPARA TUBO PECERA AZUL T4;;16;3;1425;3500;;09/02/2011;05/11/2013
2509;0;0;LAMPARA TUBO PECERA VERDE T4;;16;3;0;3500;;09/02/2011;        
2508;0;0;LAMPARA TUBO PECERA BLANCA T4;;16;7;0;3000;;09/02/2011;25/06/2014
745301000851;0;0;DICROICO 50W;;16;31;1100;3000;;09/02/2011;09/04/2016
770449500363;0;0;CHAPA VERA VF6 BEIGIE DERECHA;;16;4;14951;25000;;09/02/2011;15/01/2016
770449500374;0;0;CHAPA VERA VF6 BEIGIE IZQUIERDA;;16;2;14180;24500;;09/02/2011;08/02/2015
759126400147;0;0;CANDADO CISA PLANO CROMADO # 60;;16;0;0;57000;;09/02/2011;31/10/2013
